0.0,-8.0,296.0
p,0,-512.0,0.0,-512.0,512.0,0.0,-512.0,512.0,0.0,512.0,-512.0,-512.0,512.0,-512.0,512.0,512.0,0,0
p,0,512.0,0.0,512.0,-512.0,0.0,512.0,-512.0,0.0,-512.0,512.0,512.0,-512.0,512.0,-512.0,-512.0,0,0
p,1,-192.0,-8.0,192.0,192.0,-8.0,192.0,192.0,0.0,192.0,-192.0,-8.0,192.0,-8.0,192.0,0.0,1,0
p,1,192.0,0.0,192.0,-192.0,0.0,192.0,-192.0,-8.0,192.0,192.0,0.0,-192.0,0.0,-192.0,-8.0,1,0
p,1,-192.0,-8.0,192.0,-192.0,0.0,192.0,-192.0,0.0,-192.0,192.0,-8.0,192.0,0.0,-192.0,0.0,1,0
p,1,-192.0,0.0,-192.0,-192.0,-8.0,-192.0,-192.0,-8.0,192.0,-192.0,0.0,-192.0,-8.0,192.0,-8.0,1,0
p,1,-192.0,-8.0,-192.0,-192.0,0.0,-192.0,192.0,0.0,-192.0,207.0,-8.0,207.0,0.0,-177.0,0.0,1,0
p,1,192.0,0.0,-192.0,192.0,-8.0,-192.0,-192.0,-8.0,-192.0,-177.0,0.0,-177.0,-8.0,207.0,-8.0,1,0
p,1,192.0,-8.0,-192.0,192.0,0.0,-192.0,192.0,0.0,192.0,207.0,-8.0,207.0,0.0,-177.0,0.0,1,0
p,1,192.0,0.0,192.0,192.0,-8.0,192.0,192.0,-8.0,-192.0,-177.0,0.0,-177.0,-8.0,207.0,-8.0,1,0
p,3,-32.0,-8.0,192.0,32.0,-8.0,192.0,32.0,-8.0,224.0,-32.0,192.0,32.0,192.0,32.0,224.0,3,0
p,3,32.0,-8.0,224.0,-32.0,-8.0,224.0,-32.0,-8.0,192.0,32.0,224.0,-32.0,224.0,-32.0,192.0,3,0
p,3,-8.0,-8.0,224.0,8.0,-8.0,224.0,8.0,0.0,240.0,-8.0,224.0,8.0,224.0,8.0,240.0,3,0
p,3,8.0,0.0,240.0,-8.0,0.0,240.0,-8.0,-8.0,224.0,8.0,240.0,-8.0,240.0,-8.0,224.0,3,0
p,3,8.0,-8.0,224.0,32.0,-8.0,224.0,32.0,0.0,224.0,8.0,-8.0,32.0,-8.0,32.0,0.0,3,0
p,3,32.0,0.0,224.0,8.0,0.0,224.0,8.0,-8.0,224.0,32.0,0.0,8.0,0.0,8.0,-8.0,3,0
